Codigo;Producto;Cantidad; UnitPrice; Neto; Iva; Total;Despacho;Referencia;;
CVGD250835;TEMPERED GLASS; 2.240 ; 194,94 ; 436.656,76   ; 91.697,92   ; 528.354,68   ;262811Y;SEBA68;;
CVGD250836;TEMPERED GLASS; 2.240 ; 194,94 ; 436.656,76   ; 91.697,92   ; 528.354,68   ;262811Y;SEBA68;;
CVGP250809;TEMPERED GLASS; 2.100 ; 194,94 ; 409.365,72   ; 85.966,80   ; 495.332,52   ;262811Y;SEBA68;;
CVGP250812;TEMPERED GLASS; 2.100 ; 194,94 ; 409.365,72   ; 85.966,80   ; 495.332,52   ;262811Y;SEBA68;;
CVGM250827;TEMPERED GLASS; 1.960 ; 194,94 ; 382.074,67   ; 80.235,68   ; 462.310,35   ;262811Y;SEBA68;;
CVGD250826;TEMPERED GLASS; 1.960 ; 194,94 ; 382.074,67   ; 80.235,68   ; 462.310,35   ;262811Y;SEBA68;;
CVGP250811;TEMPERED GLASS; 1.750 ; 194,94 ; 341.138,10   ; 71.639,00   ; 412.777,10   ;262811Y;SEBA68;;
CVGM250834;TEMPERED GLASS; 1.680 ; 194,94 ; 327.492,57   ; 68.773,44   ; 396.266,01   ;262811Y;SEBA68;;
CVGM250818;TEMPERED GLASS; 1.680 ; 194,94 ; 327.492,57   ; 68.773,44   ; 396.266,01   ;262811Y;SEBA68;;
CVGM250819;TEMPERED GLASS; 1.680 ; 194,94 ; 327.492,57   ; 68.773,44   ; 396.266,01   ;262811Y;SEBA68;;
CVGM250801;TEMPERED GLASS; 1.680 ; 194,94 ; 327.492,57   ; 68.773,44   ; 396.266,01   ;262811Y;SEBA68;;
CVGM250804;TEMPERED GLASS; 1.680 ; 194,94 ; 327.492,57   ; 68.773,44   ; 396.266,01   ;262811Y;SEBA68;;
CVG2508027;TEMPERED GLASS; 1.540 ; 194,94 ; 300.201,53   ; 63.042,32   ; 363.243,85   ;262811Y;SEBA68;;
CVGM250832;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGM250831;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGM250833;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGM250820;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGM250815;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGM250810;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGM250822;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGD250833;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGD250822;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGD250816;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGD250811;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGD250819;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGD250820;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGD250801;TEMPERED GLASS; 1.400 ; 194,94 ; 272.910,48   ; 57.311,20   ; 330.221,68   ;262811Y;SEBA68;;
CVGM250817;TEMPERED GLASS; 1.120 ; 194,94 ; 218.328,38   ; 45.848,96   ; 264.177,34   ;262811Y;SEBA68;;
CVGM250821;TEMPERED GLASS; 1.120 ; 194,94 ; 218.328,38   ; 45.848,96   ; 264.177,34   ;262811Y;SEBA68;;
CVGM250802;TEMPERED GLASS; 1.120 ; 194,94 ; 218.328,38   ; 45.848,96   ; 264.177,34   ;262811Y;SEBA68;;
CVGM250803;TEMPERED GLASS; 1.120 ; 194,94 ; 218.328,38   ; 45.848,96   ; 264.177,34   ;262811Y;SEBA68;;
CVGD250831;TEMPERED GLASS; 1.120 ; 194,94 ; 218.328,38   ; 45.848,96   ; 264.177,34   ;262811Y;SEBA68;;
CVGD250832;TEMPERED GLASS; 1.120 ; 194,94 ; 218.328,38   ; 45.848,96   ; 264.177,34   ;262811Y;SEBA68;;
CVGD250818;TEMPERED GLASS; 1.120 ; 194,94 ; 218.328,38   ; 45.848,96   ; 264.177,34   ;262811Y;SEBA68;;
CVGM250829;TEMPERED GLASS; 840 ; 194,94 ; 163.746,29   ; 34.386,72   ; 198.133,01   ;262811Y;SEBA68;;
CVGD250830;TEMPERED GLASS; 840 ; 194,94 ; 163.746,29   ; 34.386,72   ; 198.133,01   ;262811Y;SEBA68;;
CVGD250802;TEMPERED GLASS; 840 ; 194,94 ; 163.746,29   ; 34.386,72   ; 198.133,01   ;262811Y;SEBA68;;
CVGD250803;TEMPERED GLASS; 840 ; 194,94 ; 163.746,29   ; 34.386,72   ; 198.133,01   ;262811Y;SEBA68;;
CVGD250804;TEMPERED GLASS; 840 ; 194,94 ; 163.746,29   ; 34.386,72   ; 198.133,01   ;262811Y;SEBA68;;
CVGP250805;TEMPERED GLASS; 700 ; 194,94 ; 136.455,24   ; 28.655,60   ; 165.110,84   ;262811Y;SEBA68;;
CVGM250830;TEMPERED GLASS; 560 ; 194,94 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
CVGD250829;TEMPERED GLASS; 560 ; 194,94 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
CVGD250828;TEMPERED GLASS; 560 ; 194,94 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
CVGP250806;TEMPERED GLASS; 350 ; 194,94 ; 68.227,62   ; 14.327,80   ; 82.555,42   ;262811Y;SEBA68;;
SCVI250803;PLASTIC CASE; 9.800 ; 389,87 ; 3.820.746,69   ; 802.356,80   ; 4.623.103,49   ;262811Y;SEBA68;;
SCVI250808;PLASTIC CASE; 5.200 ; 389,87 ; 2.027.334,98   ; 425.740,35   ; 2.453.075,32   ;262811Y;SEBA68;;
SCVI250813;PLASTIC CASE; 5.200 ; 389,87 ; 2.027.334,98   ; 425.740,35   ; 2.453.075,32   ;262811Y;SEBA68;;
SCVI250806;PLASTIC CASE; 5.000 ; 389,87 ; 1.949.360,55   ; 409.365,72   ; 2.358.726,27   ;262811Y;SEBA68;;
SCVI250801;PLASTIC CASE; 4.900 ; 389,87 ; 1.910.373,34   ; 401.178,40   ; 2.311.551,75   ;262811Y;SEBA68;;
SCVI250810;PLASTIC CASE; 4.700 ; 389,87 ; 1.832.398,92   ; 384.803,77   ; 2.217.202,69   ;262811Y;SEBA68;;
SCVI250811;PLASTIC CASE; 4.600 ; 389,87 ; 1.793.411,71   ; 376.616,46   ; 2.170.028,17   ;262811Y;SEBA68;;
SCVI250812;PLASTIC CASE; 4.600 ; 389,87 ; 1.793.411,71   ; 376.616,46   ; 2.170.028,17   ;262811Y;SEBA68;;
SCVI250802;PLASTIC CASE; 3.920 ; 389,87 ; 1.528.298,67   ; 320.942,72   ; 1.849.241,40   ;262811Y;SEBA68;;
CV2508112;PLASTIC CASE; 3.850 ; 389,87 ; 1.501.007,63   ; 315.211,60   ; 1.816.219,23   ;262811Y;SEBA68;;
SCVI250805;PLASTIC CASE; 3.600 ; 389,87 ; 1.403.539,60   ; 294.743,32   ; 1.698.282,91   ;262811Y;SEBA68;;
SCVI250804;PLASTIC CASE; 2.700 ; 389,87 ; 1.052.654,70   ; 221.057,49   ; 1.273.712,19   ;262811Y;SEBA68;;
SCVI250807;PLASTIC CASE; 2.700 ; 389,87 ; 1.052.654,70   ; 221.057,49   ; 1.273.712,19   ;262811Y;SEBA68;;
SCVI250809;PLASTIC CASE; 2.600 ; 389,87 ; 1.013.667,49   ; 212.870,17   ; 1.226.537,66   ;262811Y;SEBA68;;
SCMF250902;PLASTIC CASE; 2.600 ; 389,87 ; 1.013.667,49   ; 212.870,17   ; 1.226.537,66   ;262811Y;SEBA68;;
SCMF250903;PLASTIC CASE; 2.600 ; 389,87 ; 1.013.667,49   ; 212.870,17   ; 1.226.537,66   ;262811Y;SEBA68;;
CV2508111;PLASTIC CASE; 2.590 ; 389,87 ; 1.009.768,77   ; 212.051,44   ; 1.221.820,21   ;262811Y;SEBA68;;
CV2508109;PLASTIC CASE; 2.590 ; 389,87 ; 1.009.768,77   ; 212.051,44   ; 1.221.820,21   ;262811Y;SEBA68;;
CV2508110;PLASTIC CASE; 2.590 ; 389,87 ; 1.009.768,77   ; 212.051,44   ; 1.221.820,21   ;262811Y;SEBA68;;
SCMF250901;PLASTIC CASE; 2.200 ; 389,87 ; 857.718,64   ; 180.120,92   ; 1.037.839,56   ;262811Y;SEBA68;;
CV2508104;PLASTIC CASE; 2.100 ; 389,87 ; 818.731,43   ; 171.933,60   ; 990.665,03   ;262811Y;SEBA68;;
CV2508105;PLASTIC CASE; 2.100 ; 389,87 ; 818.731,43   ; 171.933,60   ; 990.665,03   ;262811Y;SEBA68;;
CV2508100;PLASTIC CASE; 2.100 ; 389,87 ; 818.731,43   ; 171.933,60   ; 990.665,03   ;262811Y;SEBA68;;
CV2508107;PLASTIC CASE; 2.100 ; 389,87 ; 818.731,43   ; 171.933,60   ; 990.665,03   ;262811Y;SEBA68;;
CV2508108;PLASTIC CASE; 2.100 ; 389,87 ; 818.731,43   ; 171.933,60   ; 990.665,03   ;262811Y;SEBA68;;
CV2508118;PLASTIC CASE; 2.100 ; 389,87 ; 818.731,43   ; 171.933,60   ; 990.665,03   ;262811Y;SEBA68;;
CV2508117;PLASTIC CASE; 2.100 ; 389,87 ; 818.731,43   ; 171.933,60   ; 990.665,03   ;262811Y;SEBA68;;
CV2508113;PLASTIC CASE; 1.960 ; 389,87 ; 764.149,34   ; 160.471,36   ; 924.620,70   ;262811Y;SEBA68;;
CV2508114;PLASTIC CASE; 1.960 ; 389,87 ; 764.149,34   ; 160.471,36   ; 924.620,70   ;262811Y;SEBA68;;
CV2508115;PLASTIC CASE; 1.960 ; 389,87 ; 764.149,34   ; 160.471,36   ; 924.620,70   ;262811Y;SEBA68;;
GM250872;PLASTIC CASE; 1.750 ; 389,87 ; 682.276,19   ; 143.278,00   ; 825.554,19   ;262811Y;SEBA68;;
GM250873;PLASTIC CASE; 1.750 ; 389,87 ; 682.276,19   ; 143.278,00   ; 825.554,19   ;262811Y;SEBA68;;
GM250889;PLASTIC CASE; 1.750 ; 389,87 ; 682.276,19   ; 143.278,00   ; 825.554,19   ;262811Y;SEBA68;;
GM250890;PLASTIC CASE; 1.750 ; 389,87 ; 682.276,19   ; 143.278,00   ; 825.554,19   ;262811Y;SEBA68;;
CV2508101;PLASTIC CASE; 1.680 ; 389,87 ; 654.985,15   ; 137.546,88   ; 792.532,03   ;262811Y;SEBA68;;
CV2508102;PLASTIC CASE; 1.680 ; 389,87 ; 654.985,15   ; 137.546,88   ; 792.532,03   ;262811Y;SEBA68;;
CV2508103;PLASTIC CASE; 1.610 ; 389,87 ; 627.694,10   ; 131.815,76   ; 759.509,86   ;262811Y;SEBA68;;
GM250856;PLASTIC CASE; 1.750 ; 357,38 ; 625.419,84   ; 131.338,17   ; 756.758,01   ;262811Y;SEBA68;;
GM250854;PLASTIC CASE; 1.750 ; 357,38 ; 625.419,84   ; 131.338,17   ; 756.758,01   ;262811Y;SEBA68;;
GM250871;PLASTIC CASE; 1.400 ; 389,87 ; 545.820,96   ; 114.622,40   ; 660.443,36   ;262811Y;SEBA68;;
GM250888;PLASTIC CASE; 1.400 ; 389,87 ; 545.820,96   ; 114.622,40   ; 660.443,36   ;262811Y;SEBA68;;
GM250855;PLASTIC CASE; 1.400 ; 357,38 ; 500.335,88   ; 105.070,53   ; 605.406,41   ;262811Y;SEBA68;;
GM250862;PLASTIC CASE; 490 ; 389,87 ; 191.037,33   ; 40.117,84   ; 231.155,17   ;262811Y;SEBA68;;
GM250879;PLASTIC CASE; 490 ; 389,87 ; 191.037,33   ; 40.117,84   ; 231.155,17   ;262811Y;SEBA68;;
GM250863;PLASTIC CASE; 350 ; 389,87 ; 136.455,24   ; 28.655,60   ; 165.110,84   ;262811Y;SEBA68;;
GM250880;PLASTIC CASE; 350 ; 389,87 ; 136.455,24   ; 28.655,60   ; 165.110,84   ;262811Y;SEBA68;;
GM250857;PLASTIC CASE; 280 ; 389,87 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
GM250865;PLASTIC CASE; 280 ; 389,87 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
GM250868;PLASTIC CASE; 280 ; 389,87 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
GM250869;PLASTIC CASE; 280 ; 389,87 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
GM250870;PLASTIC CASE; 280 ; 389,87 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
GM250874;PLASTIC CASE; 280 ; 389,87 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
GM250882;PLASTIC CASE; 280 ; 389,87 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
GM250885;PLASTIC CASE; 280 ; 389,87 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
GM250886;PLASTIC CASE; 280 ; 389,87 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
GM250887;PLASTIC CASE; 280 ; 389,87 ; 109.164,19   ; 22.924,48   ; 132.088,67   ;262811Y;SEBA68;;
GM250860;PLASTIC CASE; 210 ; 389,87 ; 81.873,14   ; 17.193,36   ; 99.066,50   ;262811Y;SEBA68;;
GM250864;PLASTIC CASE; 210 ; 389,87 ; 81.873,14   ; 17.193,36   ; 99.066,50   ;262811Y;SEBA68;;
GM250866;PLASTIC CASE; 210 ; 389,87 ; 81.873,14   ; 17.193,36   ; 99.066,50   ;262811Y;SEBA68;;
GM250867;PLASTIC CASE; 210 ; 389,87 ; 81.873,14   ; 17.193,36   ; 99.066,50   ;262811Y;SEBA68;;
GM250877;PLASTIC CASE; 210 ; 389,87 ; 81.873,14   ; 17.193,36   ; 99.066,50   ;262811Y;SEBA68;;
GM250881;PLASTIC CASE; 210 ; 389,87 ; 81.873,14   ; 17.193,36   ; 99.066,50   ;262811Y;SEBA68;;
GM250883;PLASTIC CASE; 210 ; 389,87 ; 81.873,14   ; 17.193,36   ; 99.066,50   ;262811Y;SEBA68;;
GM250884;PLASTIC CASE; 210 ; 389,87 ; 81.873,14   ; 17.193,36   ; 99.066,50   ;262811Y;SEBA68;;
SCMR251001;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251002;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251003;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251004;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251005;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251006;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251007;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251008;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251009;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251010;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251011;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251012;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251013;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251014;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251015;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251016;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251017;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
SCMR251018;PLASTIC CASE; 160 ; 389,87 ; 62.379,54   ; 13.099,70   ; 75.479,24   ;262811Y;SEBA68;;
GM250819;PLASTIC CASE; 84 ; 357,38 ; 30.020,15   ; 6.304,23   ; 36.324,38   ;262811Y;SEBA68;;
GM250817;PLASTIC CASE; 84 ; 357,38 ; 30.020,15   ; 6.304,23   ; 36.324,38   ;262811Y;SEBA68;;
GM250818;PLASTIC CASE; 84 ; 357,38 ; 30.020,15   ; 6.304,23   ; 36.324,38   ;262811Y;SEBA68;;
GM250820;PLASTIC CASE; 84 ; 357,38 ; 30.020,15   ; 6.304,23   ; 36.324,38   ;262811Y;SEBA68;;
GM250821;PLASTIC CASE; 84 ; 357,38 ; 30.020,15   ; 6.304,23   ; 36.324,38   ;262811Y;SEBA68;;
GM250858;PLASTIC CASE; 70 ; 389,87 ; 27.291,05   ; 5.731,12   ; 33.022,17   ;262811Y;SEBA68;;
GM250859;PLASTIC CASE; 70 ; 389,87 ; 27.291,05   ; 5.731,12   ; 33.022,17   ;262811Y;SEBA68;;
GM250861;PLASTIC CASE; 70 ; 389,87 ; 27.291,05   ; 5.731,12   ; 33.022,17   ;262811Y;SEBA68;;
GM250875;PLASTIC CASE; 70 ; 389,87 ; 27.291,05   ; 5.731,12   ; 33.022,17   ;262811Y;SEBA68;;
GM250876;PLASTIC CASE; 70 ; 389,87 ; 27.291,05   ; 5.731,12   ; 33.022,17   ;262811Y;SEBA68;;
GM250878;PLASTIC CASE; 70 ; 389,87 ; 27.291,05   ; 5.731,12   ; 33.022,17   ;262811Y;SEBA68;;
GM25089;PLASTIC CASE; 70 ; 357,38 ; 25.016,79   ; 5.253,53   ; 30.270,32   ;262811Y;SEBA68;;
GM250812;PLASTIC CASE; 70 ; 357,38 ; 25.016,79   ; 5.253,53   ; 30.270,32   ;262811Y;SEBA68;;
GM250810;PLASTIC CASE; 70 ; 357,38 ; 25.016,79   ; 5.253,53   ; 30.270,32   ;262811Y;SEBA68;;
GM250811;PLASTIC CASE; 70 ; 357,38 ; 25.016,79   ; 5.253,53   ; 30.270,32   ;262811Y;SEBA68;;
GM250813;PLASTIC CASE; 70 ; 357,38 ; 25.016,79   ; 5.253,53   ; 30.270,32   ;262811Y;SEBA68;;
GM250814;PLASTIC CASE; 70 ; 357,38 ; 25.016,79   ; 5.253,53   ; 30.270,32   ;262811Y;SEBA68;;
GM250815;PLASTIC CASE; 70 ; 357,38 ; 25.016,79   ; 5.253,53   ; 30.270,32   ;262811Y;SEBA68;;
GM250816;PLASTIC CASE; 70 ; 357,38 ; 25.016,79   ; 5.253,53   ; 30.270,32   ;262811Y;SEBA68;;
SCMR251019;PLASTIC CASE; 63 ; 389,87 ; 24.561,94   ; 5.158,01   ; 29.719,95   ;262811Y;SEBA68;;
SCMR251020;PLASTIC CASE; 63 ; 389,87 ; 24.561,94   ; 5.158,01   ; 29.719,95   ;262811Y;SEBA68;;
SCMR251021;PLASTIC CASE; 63 ; 389,87 ; 24.561,94   ; 5.158,01   ; 29.719,95   ;262811Y;SEBA68;;
GM25088;PLASTIC CASE; 42 ; 357,38 ; 15.010,08   ; 3.152,12   ; 18.162,19   ;262811Y;SEBA68;;
GM25087;PLASTIC CASE; 42 ; 357,38 ; 15.010,08   ; 3.152,12   ; 18.162,19   ;262811Y;SEBA68;;
GM250842;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250845;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250849;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250852;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250843;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250844;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250846;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250847;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250848;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250850;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250851;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250853;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM250854;PLASTIC CASE; 35 ; 357,38 ; 12.508,40   ; 2.626,76   ; 15.135,16   ;262811Y;SEBA68;;
GM25084;PLASTIC CASE; 28 ; 357,38 ; 10.006,72   ; 2.101,41   ; 12.108,13   ;262811Y;SEBA68;;
GM25085;PLASTIC CASE; 28 ; 357,38 ; 10.006,72   ; 2.101,41   ; 12.108,13   ;262811Y;SEBA68;;
GM25086;PLASTIC CASE; 28 ; 357,38 ; 10.006,72   ; 2.101,41   ; 12.108,13   ;262811Y;SEBA68;;
GM25081;PLASTIC CASE; 28 ; 357,38 ; 10.006,72   ; 2.101,41   ; 12.108,13   ;262811Y;SEBA68;;
GM25083;PLASTIC CASE; 28 ; 357,38 ; 10.006,72   ; 2.101,41   ; 12.108,13   ;262811Y;SEBA68;;
GM25082;PLASTIC CASE; 28 ; 357,38 ; 10.006,72   ; 2.101,41   ; 12.108,13   ;262811Y;SEBA68;;
GM250822;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250829;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250832;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250836;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250839;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250823;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250824;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250825;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250826;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250830;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250831;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250833;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250834;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250835;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250837;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250838;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250840;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250841;PLASTIC CASE; 14 ; 389,87 ; 5.458,21   ; 1.146,22   ; 6.604,43   ;262811Y;SEBA68;;
GM250816;PLASTIC CASE; 14 ; 357,38 ; 5.003,36   ; 1.050,71   ; 6.054,06   ;262811Y;SEBA68;;
CVSP25095;PLASTIC ACCESORY; 10.780 ; 162,45 ; 1.751.175,56   ; 367.746,87   ; 2.118.922,43   ;262811Y;SEBA68;;
CVKU25090;PLASTIC ACCESORY; 1.470 ; 389,87 ; 573.112,00   ; 120.353,52   ; 693.465,52   ;262811Y;SEBA68;;
CVCA25088;PLASTIC ACCESORY; 2.450 ; 194,94 ; 477.593,34   ; 100.294,60   ; 577.887,94   ;262811Y;SEBA68;;
CMDIPH16P;TEMPERED GLASS;2300; 168,86 ; 388.366,55 ; 81.556,98 ; 469.923,53 ;203402E;SEBA45;;
CMGIPH16PM;TEMPERED GLASS;2200; 168,86 ; 371.481,05 ; 78.011,02 ; 449.492,07 ;203402E;SEBA45;;
CMGIPH15P;TEMPERED GLASS;2100; 168,86 ; 354.595,55 ; 74.465,06 ; 429.060,61 ;203402E;SEBA45;;
CMGSAA05;TEMPERED GLASS;1900; 168,86 ; 320.824,54 ; 67.373,15 ; 388.197,70 ;203402E;SEBA45;;
CMGSAA14;TEMPERED GLASS;1900; 168,86 ; 320.824,54 ; 67.373,15 ; 388.197,70 ;203402E;SEBA45;;
CMGSAA15;TEMPERED GLASS;1900; 168,86 ; 320.824,54 ; 67.373,15 ; 388.197,70 ;203402E;SEBA45;;
CMGSAA25;TEMPERED GLASS;1900; 168,86 ; 320.824,54 ; 67.373,15 ; 388.197,70 ;203402E;SEBA45;;
CMDIPH15P;TEMPERED GLASS;1900; 168,86 ; 320.824,54 ; 67.373,15 ; 388.197,70 ;203402E;SEBA45;;
CMDIPH15;TEMPERED GLASS;1900; 168,86 ; 320.824,54 ; 67.373,15 ; 388.197,70 ;203402E;SEBA45;;
